-0.0143607035	-0.042132188	0.02829336	-0.024980986	-0.046570837	-0.049583174	-0.023972893	0.0054200776	-0.014990021	-0.026178086	-0.018118322	0.04839463	-0.03888923	0.014979091	0.0136314295	0.01648854	-0.04052384	-0.04494704	0.037397716	-0.03896167
-1.0643216	0.078987	0.704855	0.010553364	1.5286071	-0.60744923	1.3424606	0.9340877	-1.6605871	-0.4702007	-1.7584131	0.35855034	-1.0021514	0.10723176	-2.155365	-0.5481783	-1.3140488	1.1940376	-0.9930157	-0.99333113
1.0735251	-0.6073179	-0.06939152	-0.7614888	0.61723435	-0.15432352	0.7190945	-1.1723522	0.59053624	-0.80516213	1.563067	-0.0041965507	-0.8853971	-0.4076865	-0.5641398	-2.111884	1.4185975	-1.4770664	0.45409706	1.0294387
-0.96967643	0.49619707	-0.46050006	-1.110298	0.52965975	0.23307286	1.7359864	0.66059506	-0.058081195	0.9915356	0.16896187	0.38357887	-0.44917408	1.0783371	0.26545918	-0.45154738	-0.076380044	0.10241879	-0.22249553	0.36920488
1.0123211	0.7083337	-0.831064	0.6149466	0.06057377	0.15038772	-0.8611943	-0.18025924	0.08827524	0.2849379	-0.7605995	0.3680746	0.37798855	-0.2219824	-0.22388718	-0.889588	-0.33875695	0.11058904	-0.4007207	1.7809967
0.31632087	-0.8805225	-1.0894029	0.26119134	0.18237941	1.6494112	1.3658085	-1.3856657	0.37743998	-0.5791677	1.3882728	0.5323918	1.6268327	-0.25684536	0.67278886	1.3579772	0.32529667	-1.7997524	-0.6487778	-0.40961796
-0.07005991	0.5979734	1.1077394	-0.2942348	0.44562972	-0.4952203	0.24074546	0.44181272	-0.1651588	-0.0031810906	-0.2700731	-0.23414364	1.7668909	-1.5897263	-0.7082282	0.69671065	0.7924703	0.3584732	-0.16599168	0.38690767
-1.6394095	-1.286242	1.0423117	0.8969204	0.04155293	0.43304896	-0.7588485	0.48145154	1.0195594	0.6839509	-0.207719	1.1218516	0.26594755	-0.14414808	-0.45776522	0.31598207	0.01172922	-0.70542693	0.6278005	0.03413139
-0.2443216	-1.7736557	-1.4934591	-0.051167887	1.2429796	-0.28693852	-1.113487	0.9130778	-0.13871497	0.15954952	1.0251946	0.5508551	1.7422837	-0.8902266	1.3379183	-1.4385704	-1.4142056	0.5341991	-0.1418123	-1.7247235
0.66263837	0.588071	-0.5810115	-0.106331974	-0.40714052	-0.18932259	-0.21656516	0.37970528	0.19852859	0.88457847	-0.6137398	0.39841667	0.097496875	-0.45023844	0.22286305	-0.2998594	0.29280454	0.28583932	2.3553226	-1.2229496
-0.69602	0.7046341	-0.2420878	-1.1073697	1.0822443	-1.0538877	-0.30856812	1.0250016	-0.46485162	0.2838443	-0.05974258	0.027661052	0.432278	1.1161897	0.097328566	0.23221862	0.2614027	-0.8904739	-0.2282907	-0.35527763
0.859889	-0.8567352	1.0073211	-0.5113672	-0.72588766	-0.015814604	-0.27371687	0.050499443	-0.027374856	-0.5951925	0.8565763	-0.5473906	0.46817636	-0.027015427	-1.2667388	-0.26345614	-0.608789	1.2871302	0.2407088	-0.52020437
-0.5269865	0.03199724	-1.0341016	-0.16225591	1.5216843	-0.353316	0.10364672	-1.1613982	-1.090687	-0.71919984	-0.4002051	1.1922532	-0.5961082	0.14995426	-0.8412317	0.19127083	2.6206853	0.27223983	0.7866698	-0.70668
0.044851437	-0.24094251	-1.5194201	0.3445866	-0.9813019	-2.0417643	0.66075516	-0.20464735	0.41149396	0.29521886	0.052007113	-0.63458985	-0.9980545	0.23623645	-1.5613261	-1.4377389	-0.40349236	1.602843	-0.3334425	-1.1739582
-0.29963535	-0.5351368	-0.7167258	0.40351275	0.043014653	0.12742199	0.31114674	0.22813426	-0.16952159	-0.7140146	-0.75025994	-0.14394815	0.9668413	1.1376069	0.61972857	1.4169794	-0.47428036	1.7370647	-0.13537534	0.76020795
-0.88081527	-1.2484889	-1.0098869	-0.30766025	1.3402722	-0.175191	0.3742854	0.19331807	-2.727145	0.4604967	1.3479288	-0.03163162	0.6065955	-0.32906958	-0.8037001	-1.6421702	-0.41955876	0.11248409	1.1792003	0.7127404
-1.4888614	-0.11032406	0.87754965	0.36072072	-1.0759677	0.38733563	1.1780446	-0.5999185	-0.090773135	0.03749855	-0.7889946	-0.5227915	-0.5485294	-0.32540685	0.997724	-0.71995443	-2.0313833	0.30810255	1.0997168	0.5049895
1.9020618	0.503657	1.1319636	1.5146246	2.34798	-1.4853985	-1.8929824	1.399815	1.0444487	0.6752813	-2.0447574	-0.111482434	-0.29991814	2.0104558	2.3616278	-0.72200537	0.7063309	1.5719693	-0.45673704	-0.89132065
1.5160509	-0.7805668	0.07322011	0.082721815	0.60914284	0.65256506	0.82464725	0.35512418	-0.6247229	-0.047798637	-0.36683944	-0.44022974	-0.9173878	-0.4042314	0.67652816	1.1296344	-0.7552247	-0.82743603	0.3910721	-0.05068804
-0.022728603	0.17355631	0.45288655	-0.37182057	0.95956016	0.5439149	-0.4534548	0.30554911	1.0044951	-1.6795473	0.932463	0.34833387	-1.4854962	0.2552348	-0.12258039	0.32885337	0.15813619	0.6541311	0.7721127	0.43279314
0.21423954	1.1436876	-0.33490518	-0.21838823	-1.1511813	-0.26723227	0.51476294	0.86152685	-0.1844601	-1.1136681	-1.543857	-1.2694634	-0.18957053	-1.6732866	-1.0469588	1.81837	-1.2237257	0.63817537	0.37951082	-0.43602416
0.71912426	1.4860686	1.1613071	1.1575552	0.42985252	0.5049775	-0.65788025	-1.1241719	0.40732715	0.55063266	0.6623354	1.4927847	0.16036487	0.34429103	1.1232189	0.3862375	-0.5661802	0.4651968	-1.4145472	-0.7697775
-1.5038604	1.5003407	-0.84340096	-0.027584769	0.8956666	1.4587574	0.3681911	-1.2761164	-0.3411135	-0.75193566	0.17380607	-1.1792462	1.2387873	0.1393524	-0.9717356	-0.29497495	0.16908006	0.13378614	1.2464324	-0.48628804
-1.8708978	-1.1971952	-0.93173075	0.84467626	1.1965735	-0.4566922	-0.9025577	1.0406443	-1.7434944	-0.65275073	-1.5752149	-0.9515249	0.64526516	0.39855614	-0.6190863	-0.80080557	-1.4611763	-0.31275526	-1.6139728	1.5117389
-0.84906477	0.82971084	-0.63495255	1.1138155	-0.681664	0.08789647	0.7595779	1.1535131	2.319374	-0.4006223	0.44398072	-1.1200306	0.46081364	-1.2721719	0.23755798	0.20541246	-0.7842143	0.097993076	-1.1222544	-0.38040045
-0.8948815	1.2571995	-1.4514064	1.4360604	-0.31912762	-0.045092203	-0.1076107	1.0243931	0.1552555	-1.1018142	0.6322156	-0.80054045	-0.9651953	-0.6925966	0.1370865	-0.40176138	1.0985909	0.18375342	-1.272045	-1.387842
0.2452077	-0.03675856	-0.1813764	-1.9872282	-1.9675455	0.68064624	-0.51023304	-0.55535275	0.17842253	-0.16436374	-0.27282965	0.7984518	0.26132354	-0.19219594	-0.2098572	-0.046351407	0.0022295853	-0.52567375	-1.1680319	-0.51195204
0.17585552	-1.8475605	0.1274457	0.5989857	-1.1431271	-0.99895805	-0.87837225	-1.0415521	1.4031677	-0.21302433	-1.2751873	-0.75453293	0.44909936	1.4287293	1.2206779	0.11179507	1.9808875	-0.33675689	0.32098326	0.23499079
-0.016499203	0.46821347	-0.121321976	1.7009739	-0.9896265	-0.44134685	-1.0238353	0.030365035	-1.1427932	0.5405388	0.3504296	-0.5363997	-0.54109585	1.3526597	-1.4359494	1.2528377	-1.1686995	-1.2383254	0.42424205	-0.35641432
-0.24754386	0.07626209	0.22058295	-0.2002771	0.5137966	-1.7728623	0.15338159	-1.6386938	-0.44564044	-1.5781417	-0.61917	-0.33896953	-0.027521053	0.22398303	0.32980818	-0.5850388	-0.8103895	-0.63013023	-0.18733788	-0.34891325
0.0259308	0.8793928	0.4199605	0.29546344	-0.48487672	0.59417945	-1.3168466	0.8608542	-0.43670726	-0.158562	0.15734085	-2.1412451	1.0215304	0.110419974	1.8132311	-0.98047256	0.39349604	-0.7082936	0.10189935	0.49009854
1.068486	0.16203536	0.6909008	-0.74285585	-1.1024629	1.7024456	-0.03021721	-0.07339763	-0.35685575	-1.4501295	-0.3721713	-0.29808784	0.5326121	1.7296917	0.50627834	0.8521616	1.3051158	-0.7737664	0.63283163	0.3320363
-0.7447455	-0.4161083	0.12771782	0.5166138	-0.26116657	-0.36878037	0.23240282	-0.22079766	-1.2720629	0.7248438	0.6501908	0.22207546	-0.9838353	-0.75276107	0.34675884	0.08413762	0.80592173	0.4222851	-0.47853875	0.49938577
-0.64330983	-0.68793446	-0.75576586	-0.6954479	-0.31707162	-0.58390635	-0.8092307	1.0824841	0.16843367	-1.3896357	1.1515944	0.29622325	-0.089418314	0.038329024	-0.7282076	0.86239576	-0.45405117	-2.0887406	-0.2687826	2.3617692
0.6691141	-0.24598934	1.1907059	0.72984177	-0.19066003	1.7956915	0.5431522	-0.48708415	-0.7622022	0.4654886	1.0134592	-0.4295462	0.17664096	2.4739347	-0.16813187	-1.0388653	-0.007672535	-0.022243127	-0.03398354	-0.1538337
